Model,Feature_Set,PR_AUC,Precision,Recall,F1,Accuracy,Best_Threshold,Valid_Size,Pos_Rate_Valid
Early_LogReg,Top 3 (early_warning),0.2977299415513118,0.24825435861402662,0.9029564661806988,0.3894278038363508,0.3669680393461782,0.2121162296965383,308035,0.2235655039200091
Early_KNN_k7,Top 3 (early_warning),0.29578731940848085,0.25727453795914584,0.8065373333720559,0.36543283249447467,0.2235655039200091,0.0,308035,0.2235655039200091
