Feature Set / Variant,Precision,Recall,F1,PR-AUC,Accuracy (+ve),Accuracy (mean),Threshold,Valid size,Pos rate (valid)
All features (NB),0.9028533849694933,0.9451902849493211,0.9235196292766784,0.9774733165108653,0.9451902849493211,0.9867125488986641,0.9806067807015026,308035,0.0848767185547097
